User_ID,Movie_ID,Category,Title,Country,Timestamp,Release_Year,Rating,Duration,Genre,Language,DubbedLanguages,Year
P3886,s49,Movie,Training Day,United States,2021-09-16 10:58:10,2001.0,3.48,122.0,"Dramas, Thrillers",Spanish,"Japanese, Mandarin, Arabic",2021.0
P2119,s50,TV Show,Castle and Castle,Nigeria,2021-09-15 16:36:49,2021.0,7.88,2.0,"International TV Shows, TV Dramas",Japanese,"Portuguese, German, English",2021.0
P1838,s52,Movie,InuYasha the Movie 2: The Castle Beyond the Looking Glass,Japan,2021-09-15 19:57:45,2002.0,7.3,99.0,"Action & Adventure, Anime Features, International Movies",Spanish,"Hindi, Portuguese, English",2021.0
P2657,s53,Movie,InuYasha the Movie 3: Swords of an Honorable Ruler,Japan,2021-09-15 04:38:17,2003.0,4.97,99.0,"Action & Adventure, Anime Features, International Movies",Arabic,"Russian, Mandarin",2021.0
P4634,s54,Movie,InuYasha the Movie 4: Fire on the Mystic Island,Japan,2021-09-15 19:46:45,2004.0,3.36,88.0,"Action & Adventure, Anime Features, International Movies",Arabic,"Spanish, Russian",2021.0
P5296,s55,Movie,InuYasha the Movie: Affections Touching Across Time,Japan,2021-09-15 14:32:12,2001.0,4.83,100.0,"Action & Adventure, Anime Features, International Movies",German,"Hindi, Japanese",2021.0
P4766,s57,Movie,Untitled_57,Japan,2021-09-15 09:37:50,2011.0,8.77,102.0,"Action & Adventure, Anime Features, International Movies",Spanish,"Mandarin, French",2021.0
P4320,s58,Movie,Untitled_58,Japan,2021-09-15 05:31:10,2008.0,3.91,93.0,"Action & Adventure, Anime Features, International Movies",Spanish,"Arabic, English, Russian",2021.0
P3526,s59,Movie,Naruto Shippûden the Movie: The Will of Fire,Japan,2021-09-15 12:20:50,2009.0,3.95,96.0,"Dramas, International Movies",English,"Russian, Japanese, Hindi",2021.0
P484,s60,Movie,Naruto Shippuden: The Movie,Japan,2021-09-15 20:04:26,2007.0,8.02,95.0,"Action & Adventure, Anime Features, International Movies",Japanese,"Mandarin, French",2021.0
P4221,s61,Movie,Untitled_61,Japan,2021-09-15 15:42:48,2010.0,5.48541777840191,85.0,"Action & Adventure, Anime Features, International Movies",Russian,"Arabic, Mandarin, Hindi",2021.0
P4615,s62,Movie,Untitled_62,Japan,2021-09-15 23:10:15,2005.0,6.15,97.0,"Action & Adventure, Anime Features, International Movies",English,"Spanish, Arabic",2021.0
P312,s63,Movie,Naruto the Movie 3: Guardians of the Crescent Moon Kingdom,Japan,2021-09-15 01:28:49,2006.0,4.8,95.0,"Action & Adventure, Anime Features, International Movies",Japanese,"Portuguese, French",2021.0
P5406,s64,Movie,Naruto the Movie: Ninja Clash in the Land of Snow,Japan,2021-09-15 19:59:14,2004.0,5.48541777840191,83.0,"Action & Adventure, Anime Features, International Movies",Hindi,"French, Japanese, German",2021.0
P4826,s65,Movie,Untitled_65,United States,2021-09-15 04:45:53,2021.0,2.7,103.0,Children & Family Movies,English,"Arabic, English, French",2021.0
P5337,s66,TV Show,Numberblocks,United Kingdom,2021-09-15 23:07:13,2021.0,2.26,6.0,Kids' TV,Hindi,"German, French",2021.0
P5537,s67,TV Show,Raja Rasoi Aur Anya Kahaniyan,India,2016-12-01 06:48:05,2014.0,1.1,1.0,"Docuseries, International TV Shows",Japanese,"Russian, Hindi",2019.0
P1194,s68,Movie,Saved by the Bell,United States,2021-09-15 06:55:17,1994.0,3.53,9.0,"Dramas, International Movies",Portuguese,"Russian, French, Spanish",2021.0
P518,s69,Movie,Schumacher,United States,2021-09-15 23:45:11,2021.0,2.54,113.0,"Documentaries, International Movies, Sports Movies",Portuguese,"French, English",2021.0
P264,s70,TV Show,Stories by Rabindranath Tagore,India,2021-09-15 16:40:25,2015.0,3.32,1.0,"International TV Shows, TV Dramas",English,"Mandarin, Hindi",2021.0
P4937,s71,TV Show,Untitled_71,United States,2021-09-15 04:42:41,2021.0,1.68,1.0,"International TV Shows, Reality TV, Romantic TV Shows",Portuguese,"Mandarin, French",2021.0
P4683,s73,TV Show,Jack Whitehall: Travels with My Father,United Kingdom,2021-09-14 09:51:53,2021.0,5.68,5.0,"British TV Shows, Docuseries, International TV Shows",Portuguese,"Arabic, German",2021.0
P216,s74,Movie,King of Boys,Nigeria,2021-09-14 04:52:17,2018.0,9.5,182.0,"Dramas, International Movies",Japanese,"English, Russian",2021.0
P2600,s75,TV Show,Untitled_75,United States,2021-09-14 13:47:25,2021.0,4.12,2.0,"Dramas, International Movies",English,"Arabic, Mandarin, German",2021.0
P2744,s76,Movie,You vs. Wild: Out Cold,United States,2021-09-14 19:11:53,2021.0,5.48541777840191,106.0,Children & Family Movies,Japanese,"English, Portuguese, Arabic",2021.0
P4688,s77,TV Show,Yowamushi Pedal,Japan,2021-09-14 13:06:45,2013.0,4.26,1.0,"Dramas, International Movies",Japanese,"Mandarin, Portuguese",2021.0
P1809,s78,Movie,Little Singham - Black Shadow,United States,2021-09-11 01:34:17,2021.0,8.36,48.0,"Children & Family Movies, Comedies",French,"German, Arabic, Portuguese",2021.0
P5928,s80,Movie,Tughlaq Durbar (Telugu),United States,2021-09-11 17:05:15,2021.0,3.63,145.0,"Dramas, International Movies",Japanese,"German, Russian, English",2021.0
P81,s81,Movie,Firedrake the Silver Dragon,United States,2016-12-01 06:48:05,2021.0,9.27,93.0,Children & Family Movies,French,"Mandarin, French",2019.0
P2556,s82,Movie,Kate,United States,2021-09-10 21:35:20,2021.0,3.68,106.0,Action & Adventure,French,"Japanese, Portuguese",2021.0
P2362,s83,TV Show,Lucifer,United States,2021-09-10 08:41:07,2021.0,9.73,6.0,"Crime TV Shows, TV Comedies, TV Dramas",English,"Russian, German, French",2021.0
P1982,s84,TV Show,Metal Shop Masters,United States,2021-09-10 04:39:51,2018.0,8.49,1.0,Reality TV,Hindi,"German, English",2021.0
P347,s85,Movie,Omo Ghetto: the Saga,Nigeria,2021-09-10 17:41:01,2018.0,7.16,147.0,"Action & Adventure, Comedies, Dramas",Russian,"Mandarin, French",2021.0
P650,s86,TV Show,Pokémon Master Journeys: The Series,United States,2021-09-10 11:15:54,2021.0,6.38,1.0,"Anime Series, Kids' TV",Portuguese,"French, Japanese, Hindi",2021.0
P4657,s87,Movie,Prey,United States,2021-09-10 05:10:18,2021.0,5.48541777840191,87.0,"International Movies, Thrillers",Russian,"Spanish, English",2021.0
P2718,s88,TV Show,Titipo Titipo,United States,2021-09-10 16:35:28,2019.0,7.57,2.0,"Kids' TV, Korean TV Shows",Portuguese,"French, English, German",2021.0
P3246,s90,TV Show,Mighty Raju,United States,2021-09-09 09:27:02,2017.0,5.37,4.0,Kids' TV,Spanish,"Arabic, Japanese",2021.0
P378,s91,Movie,Paradise Hills,"Spain, United States",2021-09-09 18:44:07,2019.0,1.94,95.0,"Sci-Fi & Fantasy, Thrillers",English,"Russian, Japanese, Portuguese",2021.0
P2942,s92,Movie,The Women and the Murderer,France,2021-09-09 02:59:59,2021.0,3.67,92.0,"Documentaries, International Movies",Russian,"Arabic, German, Spanish",2021.0
P94,s94,Movie,JJ+E,United States,2021-09-08 13:22:17,2018.0,5.21,91.0,"Dramas, International Movies, Romantic Movies",Japanese,"Hindi, Spanish, Russian",2021.0
P3200,s95,Movie,Show Dogs,"United Kingdom, United States",2016-12-01 06:48:05,2018.0,4.09,90.0,"Children & Family Movies, Comedies",Hindi,"Mandarin, French",2019.0
P96,s96,TV Show,The Circle,"United States, United Kingdom",2021-09-08 15:59:24,2021.0,5.25,3.0,Reality TV,French,"Arabic, Mandarin",2021.0
P97,s97,Movie,Untitled_97,United States,2021-09-07 05:34:07,2018.0,7.7,97.0,"Dramas, International Movies",Japanese,"Hindi, French",2021.0
P1240,s98,TV Show,Kid Cosmic,United States,2021-09-07 13:58:17,2021.0,5.13,2.0,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy",English,"Mandarin, French",2021.0
P1947,s99,TV Show,Octonauts: Above & Beyond,United Kingdom,2021-09-07 03:16:23,2021.0,5.56,1.0,"British TV Shows, Kids' TV",French,"Portuguese, Russian, Spanish",2021.0
P100,s100,TV Show,On the Verge,"France, United States",2021-09-07 12:38:04,2021.0,7.31,1.0,"TV Comedies, TV Dramas",English,"German, Portuguese",2021.0
P3667,s101,Movie,Tobot Galaxy Detectives,United States,2021-09-07 07:42:25,2019.0,8.57,2.0,Kids' TV,French,"Spanish, Russian, Mandarin",2021.0
P102,s102,Movie,Untold: Breaking Point,United States,2021-09-07 22:03:09,2021.0,5.74,80.0,"Documentaries, Sports Movies",Hindi,"Japanese, Spanish",2021.0
P1835,s103,TV Show,Countdown: Inspiration4 Mission to Space,United States,2021-09-06 08:47:10,2021.0,9.53,1.0,"Docuseries, Science & Nature TV",English,"Russian, Portuguese, English",2021.0
P3113,s104,Movie,Shadow Parties,United States,2021-09-06 20:06:03,2018.0,4.18,117.0,"Dramas, International Movies, Thrillers",English,"Japanese, French, Hindi",2021.0
P1996,s105,TV Show,Tayo the Little Bus,South Korea,2021-09-06 10:47:09,2016.0,3.27,2.0,"Kids' TV, Korean TV Shows",Hindi,"Spanish, English, Russian",2021.0
P872,s106,Movie,Angamaly Diaries,India,2021-09-05 04:17:36,2017.0,7.24,128.0,"Action & Adventure, Comedies, Dramas",Russian,"French, Mandarin, Japanese",2021.0
P2066,s107,TV Show,Bunk'd,United States,2021-09-05 04:52:11,2021.0,2.58,5.0,"Kids' TV, TV Comedies",Russian,"French, Hindi, Spanish",2021.0
P2237,s108,Movie,A Champion Heart,United States,2021-09-04 17:43:09,2018.0,9.1,90.0,"Children & Family Movies, Dramas",Portuguese,"Spanish, German",2021.0
P4176,s109,Movie,Dive Club,Australia,2021-09-03 15:22:11,2021.0,5.48541777840191,1.0,"Kids' TV, TV Dramas, Teen TV Shows",French,"Hindi, Spanish, Russian",2021.0
P3381,s110,TV Show,La casa de papel,Spain,2021-09-03 22:59:04,2021.0,7.28,5.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",Russian,"German, English",2021.0
P1293,s111,TV Show,Money Heist: From Tokyo to Berlin,United States,2021-09-03 18:27:42,2021.0,6.13,1.0,"Docuseries, International TV Shows, Spanish-Language TV Shows",English,"Portuguese, Spanish, German",2021.0
P1648,s113,Movie,Worth,United States,2021-09-03 08:41:32,2021.0,7.38,119.0,Dramas,German,"Spanish, Arabic, English",2021.0
P1626,s114,Movie,Afterlife of the Party,United States,2021-09-02 10:35:31,2021.0,8.11,110.0,"Comedies, Romantic Movies",Hindi,"French, Russian, Japanese",2021.0
P4343,s115,Movie,Untitled_115,India,2021-09-02 10:37:04,1994.0,9.84,143.0,"Dramas, International Movies, Thrillers",Russian,"German, Arabic",2021.0
P3925,s116,Movie,Untitled_116,"United Kingdom, Australia, France",2021-09-02 13:18:22,2009.0,4.75,119.0,"Dramas, Romantic Movies",Russian,"Spanish, Portuguese, German",2021.0
P3506,s118,Movie,Final Account,"United Kingdom, United States",2021-09-02 08:57:23,2021.0,8.87,94.0,Documentaries,Russian,"Spanish, French",2021.0
P3221,s119,Movie,Gurgaon,India,2021-09-02 04:43:45,2017.0,3.42,106.0,"Dramas, International Movies, Thrillers",French,"Portuguese, German, English",2021.0
P4833,s120,Movie,Untitled_120,United States,2021-09-02 10:58:01,2020.0,2.7,99.0,"Dramas, International Movies, Romantic Movies",Arabic,"Mandarin, French",2021.0
P704,s121,Movie,Heroes of Goo Jit Zu,Australia,2021-09-02 08:49:29,2021.0,2.2,1.0,"Kids' TV, TV Comedies",Spanish,"Portuguese, German",2021.0
P1410,s122,TV Show,Hotel Del Luna,United States,2021-09-02 12:20:09,2019.0,9.8,1.0,"International TV Shows, Romantic TV Shows, TV Comedies",Portuguese,"Spanish, German, Mandarin",2021.0
P840,s123,Movie,Untitled_123,"United Kingdom, Australia, France, United States",2016-12-01 06:48:05,2003.0,3.43,118.0,Thrillers,Hindi,"French, Arabic",2019.0
P2630,s124,TV Show,Luv Kushh,United States,2021-09-02 07:49:12,2012.0,7.82,1.0,Kids' TV,Arabic,"Mandarin, French",2021.0
P2566,s125,TV Show,Pororo - The Little Penguin,South Korea,2021-09-02 22:01:59,2013.0,5.05,3.0,"Kids' TV, Korean TV Shows",German,"Spanish, English, French",2021.0
P4569,s127,Movie,Shikara,India,2021-09-02 11:16:02,2020.0,9.22,115.0,"Dramas, International Movies, Romantic Movies",Portuguese,"Spanish, Japanese",2021.0
P1342,s130,Movie,Untitled_130,"Germany, United States",2021-09-01 07:55:15,2005.0,3.0,108.0,Dramas,English,"Mandarin, Portuguese, Spanish",2021.0
P2629,s131,Movie,Barbie Big City Big Dreams,United States,2021-09-01 18:40:13,2021.0,3.92,63.0,"Children & Family Movies, Music & Musicals",Portuguese,"Mandarin, French",2021.0
P1622,s132,Movie,Blade Runner: The Final Cut,United States,2021-09-01 22:27:39,1982.0,7.73,117.0,"Action & Adventure, Classic Movies, Cult Movies",Portuguese,"Mandarin, French",2021.0
P2617,s133,TV Show,Brave Animated Series,United States,2021-09-01 07:16:53,2018.0,4.09,1.0,"International TV Shows, TV Action & Adventure, TV Comedies",German,"Japanese, Spanish, Russian",2021.0
P3696,s134,Movie,Chappie,"South Africa, United States",2021-09-01 18:44:44,2015.0,5.55,121.0,"Action & Adventure, Sci-Fi & Fantasy",English,"Spanish, English, German",2021.0
P3538,s135,Movie,Clear and Present Danger,"United States, Mexico",2021-09-01 03:52:47,1994.0,2.03,142.0,"Action & Adventure, Dramas",French,"Hindi, Russian",2021.0
P673,s138,Movie,Crocodile Dundee in Los Angeles,"Australia, United States",2021-09-01 22:33:04,2001.0,7.85,95.0,"Action & Adventure, Comedies",Japanese,"Russian, Portuguese",2021.0
P363,s139,Movie,Untitled_139,United States,2021-09-01 07:48:24,2010.0,2.6,108.0,"Dramas, Romantic Movies",Portuguese,"Spanish, Russian, Arabic",2021.0
P3080,s140,Movie,Untitled_140,United States,2021-09-01 14:36:37,1989.0,5.46,120.0,"Classic Movies, Comedies, Dramas",Hindi,"French, Russian",2021.0
P1384,s141,Movie,"El patrón, radiografía de un crimen","Argentina, Venezuela",2021-09-01 15:13:53,2018.0,1.25,100.0,"Dramas, International Movies, Thrillers",English,"Hindi, Portuguese, Japanese",2021.0
P2288,s143,Movie,Freedom Writers,"Germany, United States",2021-09-01 20:05:16,2007.0,4.13,124.0,Dramas,Japanese,"Spanish, French",2021.0
P4602,s144,Movie,Green Lantern,United States,2021-09-01 06:40:08,2011.0,9.22,114.0,"Action & Adventure, Sci-Fi & Fantasy",Arabic,"Portuguese, French, Mandarin",2021.0
P629,s145,Movie,House Party,United States,2021-09-01 07:55:17,1990.0,9.94,104.0,"Comedies, Cult Movies",Japanese,"Mandarin, French",2021.0
P1650,s146,Movie,House Party 2,United States,2021-09-01 12:43:11,1991.0,5.48541777840191,94.0,"Comedies, Cult Movies, Music & Musicals",Portuguese,"Japanese, English, French",2021.0
P2921,s147,Movie,House Party 3,United States,2021-09-01 12:21:44,1994.0,5.65,94.0,"Comedies, Music & Musicals",German,"English, Russian, Spanish",2021.0
P2028,s148,TV Show,How to Be a Cowboy,United States,2021-09-01 01:19:48,2018.0,4.96,1.0,Reality TV,English,"Spanish, Japanese",2021.0
P4123,s149,TV Show,HQ Barbers,United States,2021-09-01 19:22:38,2020.0,5.48541777840191,1.0,TV Shows,English,"Mandarin, French",2021.0
P150,s150,Movie,Untitled_150,United States,2021-09-01 14:43:27,1998.0,8.2,93.0,"Action & Adventure, Comedies",German,"English, Spanish",2021.0
P4309,s151,Movie,In Too Deep,United States,2021-09-01 05:31:52,1999.0,7.05,97.0,Thrillers,Russian,"Portuguese, Hindi",2021.0
P2228,s152,Movie,Initial D,"China, Hong Kong",2021-09-01 17:21:53,2005.0,6.84,109.0,"Action & Adventure, International Movies",Spanish,"German, Portuguese",2021.0
P2845,s153,Movie,Janoskians: Untold and Untrue,United States,2021-09-01 06:38:31,2016.0,8.28,88.0,"Dramas, International Movies",French,"Russian, Japanese, Portuguese",2021.0
P2141,s154,TV Show,Kid-E-Cats,Russia,2021-09-01 01:49:19,2016.0,9.35,2.0,Kids' TV,English,"Hindi, German, Japanese",2021.0
P3261,s155,TV Show,Kuroko's Basketball,Japan,2021-09-01 01:22:39,2015.0,4.51,3.0,"Anime Series, International TV Shows, Teen TV Shows",Hindi,"English, Russian",2021.0
P3316,s156,Movie,Labyrinth,"United Kingdom, United States",2021-09-01 00:57:54,1986.0,4.84,101.0,"Action & Adventure, Children & Family Movies, Cult Movies",English,"Arabic, Russian, Portuguese",2021.0
P4758,s157,Movie,Letters to Juliet,United States,2021-09-01 21:19:00,2010.0,9.78,105.0,"Comedies, Dramas, Romantic Movies",Japanese,"Russian, Mandarin",2021.0
P3784,s158,Movie,Level 16,Canada,2021-09-01 13:36:11,2018.0,6.98,102.0,"Sci-Fi & Fantasy, Thrillers",English,"Mandarin, Russian, Portuguese",2021.0
P3897,s159,Movie,Untitled_159,United States,2021-09-01 01:42:21,2003.0,8.66,101.0,"Comedies, Romantic Movies",English,"Mandarin, German",2021.0
P45,s160,Movie,Love in a Puff,Hong Kong,2021-09-01 09:45:50,2018.0,2.99,103.0,"Comedies, Dramas, International Movies",Spanish,"Japanese, Portuguese, Arabic",2021.0
P593,s161,TV Show,Major Dad,United States,2021-09-01 03:38:07,1992.0,3.85,4.0,TV Comedies,English,"French, Russian, English",2021.0
P1767,s162,Movie,Mars Attacks!,United States,2021-09-01 03:57:11,1996.0,4.52,106.0,"Comedies, Cult Movies, Sci-Fi & Fantasy",Arabic,"Russian, Japanese",2021.0
P4638,s163,Movie,Marshall,"United States, China, Hong Kong",2021-09-01 22:42:37,2018.0,3.85,118.0,Dramas,Russian,"Japanese, Arabic, Portuguese",2021.0
P1999,s164,Movie,My Boss's Daughter,United States,2021-09-01 06:33:58,2003.0,8.96,86.0,"Comedies, Romantic Movies",Hindi,"French, German, Spanish",2021.0
P4238,s165,Movie,Mystery Men,United States,2021-09-01 19:16:53,1999.0,5.6,121.0,"Action & Adventure, Comedies",English,"Spanish, French",2021.0
P1360,s166,TV Show,Oldsters,United States,2021-09-01 04:14:52,2019.0,9.58,1.0,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",English,"Japanese, Portuguese",2021.0
P3057,s167,Movie,Once Upon a Time in America,"Italy, United States",2021-09-01 11:20:23,1984.0,3.89,229.0,"Classic Movies, Dramas",French,"English, Japanese, Portuguese",2021.0
P1968,s168,Movie,Open Season 2,"United States, Canada",2021-09-01 11:57:37,2008.0,1.34,76.0,"Children & Family Movies, Comedies",Spanish,"Arabic, English",2021.0
P5266,s169,Movie,Osmosis Jones,United States,2021-09-01 05:00:38,2001.0,2.24,95.0,"Action & Adventure, Children & Family Movies, Comedies",Hindi,"Portuguese, French, Russian",2021.0
P170,s170,Movie,Poseidon,United States,2021-09-01 17:44:40,2006.0,2.95,98.0,"Action & Adventure, Dramas",Arabic,"Japanese, German",2021.0
P4974,s171,Movie,Rhyme & Reason,United States,2021-09-01 01:37:27,1997.0,6.76,89.0,"Documentaries, Music & Musicals",Russian,"Arabic, French",2021.0
P1190,s172,Movie,Same Kind of Different as Me,United States,2021-09-01 18:33:11,2017.0,2.63,120.0,"Dramas, Faith & Spirituality",English,"Arabic, Spanish, Mandarin",2021.0
P628,s173,Movie,School of Rock,"United States, Germany",2021-09-01 15:28:30,2003.0,4.43,110.0,"Comedies, Music & Musicals",Russian,"English, Mandarin, Spanish",2021.0
P4149,s174,Movie,Snervous Tyler Oakley,United States,2021-09-01 22:01:37,2015.0,8.16,83.0,"Documentaries, LGBTQ Movies",Japanese,"English, Hindi, French",2021.0
P3962,s176,Movie,The Blue Lagoon,United States,2021-09-01 16:41:27,1980.0,1.72,105.0,"Dramas, Romantic Movies",Arabic,"French, English, Portuguese",2021.0
P2081,s178,Movie,The Guns of Navarone,"United Kingdom, United States",2021-09-01 06:56:21,1961.0,7.28,156.0,"Action & Adventure, Classic Movies",Hindi,"Mandarin, French",2021.0
P3853,s179,Movie,The Interview,United States,2016-12-01 06:48:05,2014.0,9.2,112.0,"Action & Adventure, Comedies",English,"Japanese, Hindi, Arabic",2019.0
P3783,s180,Movie,The Nutty Professor,United States,2021-09-01 06:50:03,1996.0,6.96,95.0,"Comedies, Romantic Movies",Spanish,"Arabic, Portuguese, English",2021.0
P181,s181,Movie,Untitled_181,United States,2021-09-01 22:12:28,2000.0,5.48541777840191,107.0,"Comedies, Romantic Movies",Arabic,"Russian, Hindi",2021.0
